1,0.635,23.8
2,1.1,24
3,1.46,22.6
4,1.76,21.4
5,2,20.4
6,2.21,19.8
7,2.39,18.7
8,2.56,18.1
9,2.71,17.3
10,2.86,16.8
11,3,16.1
12,3.14,15.5
13,3.28,14.8
14,3.44,14.1
15,3.6,13.3
16,3.78,12.3
17,4,11.3
18,4.25,9.96
19,4.57,8
20,5,0
